Year,NOC,participants
2004,PHI,21
2004,PLE,3
2004,PLW,4
2004,PNG,6
2004,POL,224
2004,POR,93
2004,PRK,71
2004,PUR,52
2004,QAT,15
2004,ROU,193
2004,RSA,128
2004,RUS,593
2004,RWA,5
2004,SAM,3
2004,SEN,21
2004,SEY,10
2004,SGP,22
2004,SKN,2
2004,SLE,2
2004,SLO,102
2004,SMR,5
2004,SOL,2
2004,SOM,2
2004,SRB,96
2004,SRI,8
2004,STP,2
2004,SUD,4
2004,SUI,138
2004,SUR,4
2004,SVK,84
2004,SWE,157
2004,SWZ,3
2004,SYR,6
2004,TAN,9
2004,TGA,5
2004,THA,51
2004,TJK,9
2004,TKM,10
2004,TLS,2
2004,TOG,3
2004,TPE,104
2004,TTO,26
2004,TUN,64
2004,TUR,74
2004,UAE,5
2004,UGA,11
2004,UKR,357
2004,URU,18
2004,USA,726
2004,UZB,79
2004,VAN,2
2004,VEN,53
2004,VIE,11
2004,VIN,3
2004,YEM,3
2004,ZAM,6
2004,ZIM,14
2008,AFG,4
2008,AHO,4
2008,ALB,12
2008,ALG,57
2008,AND,5
2008,ANG,33
2008,ANT,5
2008,ARG,145
2008,ARM,26
2008,ARU,2
2008,ASA,4
2008,AUS,570
2008,AUT,93
2008,AZE,44
2008,BAH,33
2008,BAN,5
2008,BAR,10
2008,BDI,3
2008,BEL,112
2008,BEN,5
2008,BER,6
2008,BHU,2
2008,BIH,7
2008,BIZ,4
2008,BLR,237
2008,BOL,7
2008,BOT,11
2008,BRA,338
2008,BRN,15
2008,BUL,87
2008,BUR,6
2008,CAF,3
2008,CAM,4
2008,CAN,449
2008,CAY,6
2008,CGO,5
2008,CHA,2
2008,CHI,29
2008,CHN,730
2008,CIV,22
2008,CMR,32
2008,COD,5
2008,COK,4
2008,COL,90
2008,COM,3
2008,CPV,2
2008,CRC,8
2008,CRO,125
2008,CUB,171
2008,CYP,18
2008,CZE,158
2008,DEN,108
2008,DJI,2
2008,DMA,2
2008,DOM,27
2008,ECU,26
2008,EGY,116
2008,ERI,11
2008,ESA,14
2008,ESP,355
2008,EST,53
2008,ETH,29
2008,FIJ,6
2008,FIN,70
2008,FRA,448
2008,FSM,5
2008,GAB,4
2008,GAM,3
2008,GBR,420
2008,GBS,3
2008,GEO,38
2008,GEQ,3
2008,GER,558
2008,GHA,9
2008,GRE,176
2008,GRN,9
2008,GUA,13
2008,GUI,5
2008,GUM,7
2008,GUY,4
2008,HAI,7
2008,HKG,47
2008,HON,26
2008,HUN,216
2008,INA,26
2008,IND,67
2008,IRI,55
2008,IRL,63
2008,IRQ,4
2008,ISL,31
2008,ISR,60
2008,ISV,8
2008,ITA,459
2008,IVB,2
2008,JAM,66
2008,JOR,7
2008,JPN,457
2008,KAZ,146
2008,KEN,47
2008,KGZ,22
2008,KIR,2
2008,KOR,329
2008,KSA,18
2008,KUW,8
2008,LAO,4
2008,LAT,53
2008,LBA,6
2008,LBR,4
2008,LCA,4
2008,LES,5
2008,LIB,6
2008,LIE,2
2008,LTU,78
2008,LUX,19
2008,MAD,6
2008,MAR,49
2008,MAS,42
2008,MAW,4
2008,MDA,30
2008,MDV,4
2008,MEX,103
2008,MGL,31
2008,MHL,5
2008,MKD,7
2008,MLI,17
2008,MLT,6
2008,MNE,20
2008,MON,5
2008,MOZ,4
2008,MRI,11
2008,MTN,2
2008,MYA,7
2008,NAM,11
2008,NCA,7
2008,NED,283
2008,NEP,8
2008,NGR,89
2008,NIG,4
2008,NOR,102
2008,NRU,1
2008,NZL,201
2008,OMA,4
2008,PAK,22
2008,PAN,5
2008,PAR,7
2008,PER,13
2008,PHI,17
2008,PLE,4
2008,PLW,5
2008,PNG,9
2008,POL,316
2008,POR,87
2008,PRK,66
2008,PUR,31
2008,QAT,20
2008,ROU,172
2008,RSA,179
2008,RUS,600
2008,RWA,4
2008,SAM,7
2008,SEN,17
2008,SEY,10
2008,SGP,36
2008,SKN,6
2008,SLE,3
2008,SLO,73
2008,SMR,4
2008,SOL,3
2008,SOM,2
2008,SRB,97
2008,SRI,9
2008,STP,4
2008,SUD,9
2008,SUI,116
2008,SUR,4
2008,SVK,67
2008,SWE,169
2008,SWZ,4
2008,SYR,7
2008,TAN,9
2008,TGA,3
2008,THA,53
2008,TJK,16
2008,TKM,10
2008,TLS,1
2008,TOG,4
2008,TPE,92
2008,TTO,35
2008,TUN,29
2008,TUR,71
2008,TUV,3
2008,UAE,9
2008,UGA,11
2008,UKR,327
2008,URU,13
2008,USA,763
2008,UZB,69
2008,VAN,3
2008,VEN,126
2008,VIE,18
2008,VIN,2
2008,YEM,8
2008,ZAM,8
2008,ZIM,16
2012,AFG,6
2012,ALB,10
2012,ALG,39
2012,AND,6
2012,ANG,35
2012,ANT,4
2012,ARG,148
2012,ARM,31
2012,ARU,4
2012,ASA,4
2012,AUS,514
2012,AUT,90
2012,AZE,59
2012,BAH,29
2012,BAN,7
2012,BAR,8
2012,BDI,6
2012,BEL,142
2012,BEN,5
2012,BER,8
2012,BHU,2
2012,BIH,8
2012,BIZ,3
2012,BLR,185
2012,BOL,5
2012,BOT,4
2012,BRA,306
2012,BRN,14
2012,BRU,3
2012,BUL,75
2012,BUR,5
2012,CAF,6
2012,CAM,6
2012,CAN,354
2012,CAY,7
2012,CGO,7
2012,CHA,2
2012,CHI,44
2012,CHN,479
2012,CIV,10
2012,CMR,32
2012,COD,4
2012,COK,9
2012,COL,120
2012,COM,3
2012,CPV,3
2012,CRC,11
2012,CRO,118
2012,CUB,118
2012,CYP,13
2012,CZE,159
2012,DEN,149
2012,DJI,4
2012,DMA,2
2012,DOM,36
2012,ECU,36
2012,EGY,132
2012,ERI,12
2012,ESA,11
2012,ESP,339
2012,EST,36
2012,ETH,34
2012,FIJ,9
2012,FIN,69
2012,FRA,426
2012,FSM,6
2012,GAB,21
2012,GAM,2
2012,GBR,684
2012,GBS,4
2012,GEO,36
2012,GEQ,2
2012,GER,510
2012,GHA,7
2012,GRE,115
2012,GRN,8
2012,GUA,24
2012,GUI,4
2012,GUM,8
2012,GUY,6
2012,HAI,5
2012,HKG,55
2012,HON,25
2012,HUN,201
2012,INA,22
2012,IND,95
2012,IOA,4
2012,IRI,57
2012,IRL,76
2012,IRQ,8
2012,ISL,36
2012,ISR,56
2012,ISV,9
2012,ITA,382
2012,IVB,2
2012,JAM,62
2012,JOR,9
2012,JPN,399
2012,KAZ,132
2012,KEN,51
2012,KGZ,15
2012,KIR,3
2012,KOR,312
2012,KSA,23
2012,KUW,12
2012,LAO,3
2012,LAT,50
2012,LBA,4
2012,LBR,3
2012,LCA,4
2012,LES,4
2012,LIB,10
2012,LIE,4
2012,LTU,72
2012,LUX,11
2012,MAD,7
2012,MAR,67
2012,MAS,38
2012,MAW,3
2012,MDA,20
2012,MDV,5
2012,MEX,119
2012,MGL,32
2012,MHL,4
2012,MKD,4
2012,MLI,6
2012,MLT,5
2012,MNE,34
2012,MON,6
2012,MOZ,6
2012,MRI,11
2012,MTN,2
2012,MYA,6
2012,NAM,9
2012,NCA,6
2012,NED,222
2012,NEP,5
2012,NGR,58
2012,NIG,6
2012,NOR,69
2012,NRU,2
2012,NZL,204
2012,OMA,3
2012,PAK,21
2012,PAN,8
2012,PAR,10
2012,PER,16
2012,PHI,11
2012,PLE,5
2012,PLW,5
2012,PNG,8
2012,POL,256
2012,POR,98
2012,PRK,57
2012,PUR,28
2012,QAT,14
2012,ROU,155
2012,RSA,145
2012,RUS,549
2012,RWA,7
2012,SAM,9
2012,SEN,32
2012,SEY,6
2012,SGP,36
2012,SKN,7
2012,SLE,2
2012,SLO,78
2012,SMR,4
2012,SOL,4
2012,SOM,2
2012,SRB,134
2012,SRI,8
2012,STP,2
2012,SUD,6
2012,SUI,126
2012,SUR,5
2012,SVK,65
2012,SWE,168
2012,SWZ,3
2012,SYR,10
2012,TAN,6
2012,TGA,3
2012,THA,43
2012,TJK,16
2012,TKM,10
2012,TLS,2
2012,TOG,6
2012,TPE,55
2012,TTO,38
2012,TUN,87
2012,TUR,119
2012,TUV,3
2012,UAE,26
2012,UGA,16
2012,UKR,304
2012,URU,27
2012,USA,689
2012,UZB,56
2012,VAN,5
2012,VEN,85
2012,VIE,24
2012,VIN,3
2012,YEM,4
2012,ZAM,7
2012,ZIM,9
2016,AFG,3
2016,ALB,6
2016,ALG,74
2016,AND,4
2016,ANG,26
2016,ANT,9
2016,ARG,232
2016,ARM,34
2016,ARU,7
2016,ASA,4
2016,AUS,518
2016,AUT,85
2016,AZE,69
2016,BAH,38
2016,BAN,7
2016,BAR,13
2016,BDI,10
2016,BEL,138
2016,BEN,6
2016,BER,8
2016,BHU,2
2016,BIH,11
2016,BIZ,3
2016,BLR,142
2016,BOL,12
2016,BOT,14
2016,BRA,583
2016,BRN,33
2016,BRU,3
2016,BUL,58
2016,BUR,5
2016,CAF,6
2016,CAM,6
2016,CAN,405
2016,CAY,5
2016,CGO,10
2016,CHA,2
2016,CHI,47
2016,CHN,499
2016,CIV,15
2016,CMR,22
2016,COD,4
2016,COK,9
2016,COL,157
2016,COM,4
2016,CPV,5
2016,CRC,12
2016,CRO,93
2016,CUB,143
2016,CYP,21
2016,CZE,135
2016,DEN,143
2016,DJI,8
2016,DMA,2
2016,DOM,30
2016,ECU,40
2016,EGY,137
2016,ERI,12
2016,ESA,10
2016,ESP,363
2016,EST,49
2016,ETH,38
2016,FIJ,53
2016,FIN,67
2016,FRA,512
2016,FSM,5
2016,GAB,6
2016,GAM,4
2016,GBR,478
2016,GBS,5
2016,GEO,45
2016,GEQ,1
2016,GER,536
2016,GHA,15
2016,GRE,104
2016,GRN,6
2016,GUA,25
2016,GUI,5
2016,GUM,5
2016,GUY,7
2016,HAI,10
2016,HKG,47
2016,HON,23
2016,HUN,204
2016,INA,31
2016,IND,130
2016,IOA,9
2016,IRI,67
2016,IRL,93
2016,IRQ,20
2016,ISL,14
2016,ISR,59
2016,ISV,7
2016,ITA,399
2016,IVB,4
2016,JAM,77
2016,JOR,8
2016,JPN,436
2016,KAZ,123
2016,KEN,80
2016,KGZ,19
2016,KIR,3
2016,KOR,263
2016,KOS,8
2016,KSA,11
2016,LAO,5
2016,LAT,33
2016,LBA,7
2016,LBR,3
2016,LCA,5
2016,LES,9
2016,LIB,9
2016,LIE,3
2016,LTU,80
2016,LUX,15
2016,MAD,6
2016,MAR,52
2016,MAS,42
2016,MAW,5
2016,MDA,23
2016,MDV,4
2016,MEX,139
2016,MGL,46
2016,MHL,5
2016,MKD,6
2016,MLI,6
2016,MLT,8
2016,MNE,35
2016,MON,8
2016,MOZ,8
2016,MRI,11
2016,MTN,2
2016,MYA,8
2016,NAM,11
2016,NCA,5
2016,NED,329
2016,NEP,7
2016,NGR,77
2016,NIG,6
2016,NOR,77
2016,NRU,2
2016,NZL,232
2016,OMA,4
2016,PAK,7
2016,PAN,14
2016,PAR,11
2016,PER,34
2016,PHI,13
2016,PLE,6
2016,PLW,6
2016,PNG,8
2016,POL,289
2016,POR,106
2016,PRK,38
2016,PUR,41
2016,QAT,42
2016,ROT,12
2016,ROU,121
2016,RSA,155
2016,RUS,406
2016,RWA,7
2016,SAM,9
2016,SEN,22
2016,SEY,10
2016,SGP,32
2016,SKN,9
2016,SLE,4
2016,SLO,70
2016,SMR,4
2016,SOL,3
2016,SOM,2
2016,SRB,127
2016,SRI,10
2016,SSD,3
2016,STP,3
2016,SUD,6
2016,SUI,152
2016,SUR,6
2016,SVK,63
2016,SWE,186
2016,SWZ,2
2016,SYR,7
2016,TAN,7
2016,TGA,7
2016,THA,58
2016,TJK,7
2016,TKM,9
2016,TLS,3
2016,TOG,5
2016,TPE,67
2016,TTO,43
2016,TUN,65
2016,TUR,119
2016,TUV,1
2016,UAE,12
2016,UGA,23
2016,UKR,272
2016,URU,17
2016,USA,719
2016,UZB,80
2016,VAN,4
2016,VEN,105
2016,VIE,28
2016,VIN,4
2016,YEM,3
2016,ZAM,7
2016,ZIM,31
2020,AFG,5
2020,ALB,10
2020,ALG,45
2020,AND,3
2020,ANG,20
2020,ANT,6
2020,ARG,208
2020,ARM,19
2020,ARU,4
2020,ASA,6
2020,AUS,638
2020,AUT,103
2020,AZE,55
2020,BAH,22
2020,BAN,8
2020,BAR,9
2020,BDI,7
2020,BEL,185
2020,BEN,7
2020,BER,2
2020,BHU,4
2020,BIH,8
2020,BIZ,4
2020,BLR,137
2020,BOL,5
2020,BOT,16
2020,BRA,416
2020,BRN,33
2020,BRU,2
2020,BUL,56
2020,BUR,8
2020,CAF,2
2020,CAM,3
2020,CAN,509
2020,CAY,9
2020,CGO,3
2020,CHA,3
2020,CHI,63
2020,CHN,574
2020,CIV,32
2020,CMR,12
2020,COD,7
2020,COK,9
2020,COL,77
2020,COM,3
2020,CPV,6
2020,CRC,18
2020,CRO,74
2020,CUB,82
2020,CYP,23
2020,CZE,151
2020,DEN,138
2020,DJI,5
2020,DMA,2
2020,DOM,69
2020,ECU,52
2020,EGY,195
2020,EOR,35
2020,ERI,14
2020,ESA,7
2020,ESP,429
2020,EST,42
2020,ETH,38
2020,FIJ,32
2020,FIN,49
2020,FRA,538
2020,FSM,3
2020,GAB,5
2020,GAM,5
2020,GBR,548
2020,GBS,4
2020,GEO,36
2020,GEQ,3
2020,GER,597
2020,GHA,16
2020,GRE,100
2020,GRN,6
2020,GUA,24
2020,GUI,5
2020,GUM,5
2020,GUY,7
2020,HAI,6
2020,HKG,65
2020,HON,28
2020,HUN,237
2020,INA,35
2020,IND,151
2020,IRI,76
2020,IRL,150
2020,IRQ,3
2020,ISL,5
2020,ISR,128
2020,ISV,5
2020,ITA,524
2020,IVB,3
2020,JAM,87
2020,JOR,15
2020,JPN,787
2020,KAZ,116
2020,KEN,89
2020,KGZ,17
2020,KIR,3
2020,KOR,338
2020,KOS,11
2020,KSA,33
2020,KUW,10
2020,LAO,4
2020,LAT,38
2020,LBA,4
2020,LBN,6
2020,LBR,4
2020,LCA,5
2020,LES,2
2020,LIE,9
2020,LTU,59
2020,LUX,14
2020,MAD,6
2020,MAR,51
2020,MAS,47
2020,MAW,5
2020,MDA,26
2020,MDV,4
2020,MEX,196
2020,MGL,61
2020,MHL,2
2020,MKD,8
2020,MLI,4
2020,MLT,8
2020,MNE,35
2020,MON,6
2020,MOZ,10
2020,MRI,8
2020,MTN,2
2020,MYA,2
2020,NAM,11
2020,NCA,8
2020,NED,391
2020,NEP,5
2020,NGR,68
2020,NIG,7
2020,NOR,112
2020,NRU,2
2020,NZL,279
2020,OMA,5
2020,PAK,10
2020,PAN,11
2020,PAR,9
2020,PER,42
2020,PHI,27
2020,PLE,5
2020,PLW,3
2020,PNG,8
2020,POL,282
2020,POR,113
2020,PUR,39
2020,QAT,17
2020,ROC,561
2020,ROU,119
2020,RSA,211
2020,RWA,5
2020,SAM,13
2020,SEN,9
2020,SEY,6
2020,SGP,30
2020,SKN,2
2020,SLE,4
2020,SLO,64
2020,SMR,8
2020,SOL,3
2020,SOM,2
2020,SRB,110
2020,SRI,13
2020,SSD,2
2020,STP,5
2020,SUD,5
2020,SUI,196
2020,SUR,5
2020,SVK,56
2020,SWE,173
2020,SWZ,4
2020,SYR,6
2020,TAN,3
2020,TGA,6
2020,THA,48
2020,TJK,10
2020,TKM,10
2020,TLS,3
2020,TOG,4
2020,TPE,117
2020,TTO,44
2020,TUN,73
2020,TUR,139
2020,TUV,2
2020,UAE,5
2020,UGA,28
2020,UKR,225
2020,URU,11
2020,USA,856
2020,UZB,85
2020,VAN,3
2020,VEN,47
2020,VIE,23
2020,VIN,3
2020,YEM,6
2020,ZAM,31
2020,ZIM,5
2024,AFG,7
2024,AIN,46
2024,ALB,9
2024,ALG,55
2024,AND,4
2024,ANG,26
2024,ANT,5
2024,ARG,154
2024,ARM,17
2024,ARU,7
2024,ASA,2
2024,AUS,649
2024,AUT,121
2024,AZE,49
2024,BAH,21
2024,BAN,5
2024,BAR,4
2024,BDI,8
2024,BEL,240
2024,BEN,5
2024,BER,8
2024,BHU,3
2024,BIH,6
2024,BIZ,1
2024,BOL,4
2024,BOT,19
2024,BRA,401
2024,BRN,15
2024,BRU,3
2024,BUL,61
2024,BUR,8
2024,CAF,4
2024,CAM,3
2024,CAN,538
2024,CAY,5
2024,CGO,4
2024,CHA,3
2024,CHI,52
2024,CHN,587
2024,CIV,18
2024,CMR,6
2024,COD,6
2024,COK,2
2024,COL,105
2024,COM,5
2024,CPV,7
2024,CRC,6
2024,CRO,85
2024,CUB,69
2024,CYP,23
2024,CZE,149
2024,DEN,161
2024,DJI,7
2024,DMA,4
2024,DOM,64
2024,ECU,47
2024,EGY,207
2024,EOR,44
2024,ERI,12
2024,ESA,9
2024,ESP,526
2024,EST,26
2024,ETH,35
2024,FIJ,36
2024,FIN,62
2024,FRA,801
2024,FSM,3
2024,GAB,5
2024,GAM,8
2024,GBR,533
2024,GBS,6
2024,GEO,38
2024,GEQ,3
2024,GER,647
2024,GHA,11
2024,GRE,126
2024,GRN,6
2024,GUA,16
2024,GUI,25
2024,GUM,9
2024,GUY,5
2024,HAI,12
2024,HKG,51
2024,HON,4
2024,HUN,255
2024,INA,36
2024,IND,138
2024,IRI,46
2024,IRL,185
2024,IRQ,23
2024,ISL,7
2024,ISR,138
2024,ISV,5
2024,ITA,610
2024,IVB,4
2024,JAM,81
2024,JOR,13
2024,JPN,598
2024,KAZ,123
2024,KEN,77
2024,KGZ,17
2024,KIR,3
2024,KOR,248
2024,KOS,9
2024,KSA,11
2024,KUW,9
2024,LAO,4
2024,LAT,32
2024,LBA,6
2024,LBN,11
2024,LBR,10
2024,LCA,5
2024,LES,3
2024,LIE,1
2024,LTU,63
2024,LUX,13
2024,MAD,7
2024,MAR,63
2024,MAS,32
2024,MAW,3
2024,MDA,30
2024,MDV,5
2024,MEX,155
2024,MGL,48
2024,MHL,4
2024,MKD,6
2024,MLI,24
2024,MLT,5
2024,MNE,19
2024,MON,6
2024,MOZ,7
2024,MRI,12
2024,MTN,2
2024,MYA,2
2024,NAM,4
2024,NCA,7
2024,NED,449
2024,NEP,7
2024,NGR,103
2024,NIG,7
2024,NOR,128
2024,NRU,1
2024,NZL,253
2024,OMA,4
2024,PAK,10
2024,PAN,13
2024,PAR,29
2024,PER,32
2024,PHI,44
2024,PLE,8
2024,PLW,3
2024,PNG,7
2024,POL,312
2024,POR,95
2024,PRK,18
2024,PUR,53
2024,QAT,13
2024,ROU,144
2024,RSA,161
2024,RWA,8
2024,SAM,24
2024,SEN,13
2024,SEY,3
2024,SGP,32
2024,SKN,3
2024,SLE,4
2024,SLO,117
2024,SMR,5
2024,SOL,2
2024,SOM,1
2024,SRB,135
2024,SRI,6
2024,SSD,14
2024,STP,3
2024,SUD,4
2024,SUI,218
2024,SUR,6
2024,SVK,38
2024,SWE,173
2024,SWZ,3
2024,SYR,10
2024,TAN,7
2024,TGA,4
2024,THA,58
2024,TJK,14
2024,TKM,6
2024,TLS,4
2024,TOG,5
2024,TPE,78
2024,TTO,23
2024,TUN,31
2024,TUR,165
2024,TUV,2
2024,UAE,16
2024,UGA,27
2024,UKR,212
2024,URU,27
2024,USA,854
2024,UZB,119
2024,VAN,6
2024,VEN,37
2024,VIE,20
2024,VIN,4
2024,YEM,4
2024,ZAM,32
2024,ZIM,7
