,Sport,Code,1896,1900,1904,1908,1912,1920,1924,1928,1932,1936,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016,2020,2024
0,Aquatics,SWA,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,2,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1,Aquatics,DIV,0,0,2,2,4,5,5,4,4,4,4,4.0,4,4.0,4,4,4,4.0,4.0,4,4,4,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
2,Aquatics,OWS,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
3,Aquatics,SWM,4,7,9,6,9,10,11,11,11,11,11,11.0,13,15.0,18,29,29,26.0,26.0,29,31,31,32.0,32.0,32.0,32.0,32.0,32.0,35.0,35.0
4,Aquatics,WPO,0,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1.0,1.0,1,1,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
5,Archery,ARC,0,7,6,3,0,10,0,0,0,0,0,0.0,0,0.0,0,0,2,2.0,2.0,2,4,4,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
6,Athletics,ATH,12,23,25,26,30,29,27,27,29,29,33,33.0,33,34.0,36,36,38,37.0,38.0,41,42,43,44.0,46.0,46.0,47.0,47.0,47.0,48.0,48.0
7,Badminton,BDM,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8,Baseball and Softball,BSB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
9,Baseball and Softball,SBL,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
10,Basketball,BK3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
11,Basketball,BKB,0,0,0,0,0,0,0,0,0,1,1,1.0,1,1.0,1,1,1,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
12,Basque Pelota,PEL,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Boxing,BOX,0,0,7,5,0,8,8,8,8,8,8,10.0,10,10.0,10,11,11,11.0,11.0,12,12,12,12.0,12.0,11.0,11.0,13.0,13.0,13.0,13.0
14,Breaking,BKG,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
15,Canoeing,CSP,0,0,0,0,0,0,0,0,0,9,9,9.0,9,7.0,7,7,7,11.0,11.0,12,12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0
16,Canoeing,CSL,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,4,0.0,0.0,0,0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0
17,Cricket,CKT,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Croquet,CQT,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Cycling,BMF,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
20,Cycling,BMX,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
21,Cycling,MTB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
22,Cycling,CRD,1,0,0,0,2,2,2,2,2,2,2,2.0,2,2.0,2,2,2,2.0,2.0,3,3,3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
23,Cycling,CTR,5,3,7,7,0,4,4,4,4,4,4,4.0,4,4.0,5,5,5,4.0,4.0,5,6,7,8.0,12.0,12.0,10.0,10.0,10.0,12.0,12.0
24,Equestrian,EDR,0,0,0,0,1,1,1,2,2,2,2,2.0,2,1.0,2,2,2,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
25,Equestrian,EVE,0,0,0,0,2,2,2,2,2,2,2,2.0,2,2.0,2,2,2,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
26,Equestrian,EJP,0,3,0,0,2,2,2,2,2,2,2,2.0,2,2.0,2,2,2,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
27,Equestrian,EVL,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Equestrian,EDV,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Fencing,FEN,3,7,5,4,5,6,7,7,7,7,7,7.0,7,8.0,8,8,8,8.0,8.0,8,8,8,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0
30,Field hockey,HOC,0,0,0,1,0,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
31,Flag football,AFB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Football,FBL,0,1,1,1,1,1,1,1,0,1,1,1.0,1,1.0,1,1,1,1.0,1.0,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
33,Golf,GLF,0,2,2,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
34,Gymnastics,GAR,8,1,11,2,4,4,9,8,11,9,9,15.0,15,14.0,14,14,14,14.0,14.0,14,14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
35,Gymnastics,GRY,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
36,Gymnastics,GTR,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
37,Handball,HBL,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
38,Handball,HBL,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Jeu de Paume,JDP,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Judo,JUD,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,4,0,6,6.0,8.0,8,7,14,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0
41,Karate,KTE,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
42,Lacrosse,LAX,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Lacrosse,LAX,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Modern Pentathlon,MPN,0,0,0,0,1,1,1,1,1,1,1,2.0,2,2.0,2,2,2,2.0,2.0,2,2,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
45,Polo,POL,0,1,0,1,0,1,1,0,0,1,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Rackets,RQT,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Roque,RQE,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Rowing,ROC,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Rowing,ROW,0[s3],5,5,4,4,5,7,7,7,7,7,7.0,7,7.0,7,7,7,14.0,14.0,14,14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
50,Rugby,RU7,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
51,Rugby,RUG,0,1,0,1,0,1,1,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Sailing,SAL,0[s3],13,0,4,4,14,3,3,4,4,5,5.0,5,5.0,5,5,6,6.0,6.0,7,8,10,10.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0
53,Shooting,SHO,5,8,0,15,18,21,10,0,2,3,4,7.0,7,6.0,6,7,8,7.0,7.0,11,13,13,15.0,17.0,17.0,15.0,15.0,15.0,15.0,15.0
54,Skateboarding,SKB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
55,Sport Climbing,CLB,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
56,Squash,SQU,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Surfing,SRF,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
58,Table Tennis,TTE,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,4,4,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
59,Taekwondo,TKW,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
60,Tennis,TEN,2,4,2,6,8,5,5,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,4,4,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
61,Triathlon,TRI,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
62,Tug of War,TOW,0,1,1,1,1,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Volleyball,VBV,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
64,Volleyball,VVO,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,2,2,2,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
65,Water Motorsports,PBT,0,0,0,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Weightlifting,WLF,2,2,2,0,0,5,5,5,5,5,6,7.0,7,7.0,7,7,9,9.0,10.0,10,10,10,10.0,15.0,15.0,15.0,15.0,15.0,14.0,10.0
67,Wrestling,WRF,0,0,7,5,0,5,7,7,7,7,8,8.0,8,8.0,8,8,10,10.0,10.0,10,10,10,10.0,8.0,11.0,11.0,11.0,12.0,12.0,12.0
68,Wrestling,WRG,1,0,0,4,5,5,6,6,7,7,8,8.0,8,8.0,8,8,10,10.0,10.0,10,10,10,10.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0
71,Total events,Total events,43,97,95,110,102,156,126,109,117,129,136,149.0,151,150.0,163,172,195,198.0,203.0,221,237,257,271.0,300.0,301.0,302.0,302.0,306.0,339.0,329.0
72,Total disciplines,Total disciplines,10,22,18,25,18,29,23,20,20,25,23,23.0,23,23.0,25,24,28,27.0,27.0,29,31,34,37.0,40.0,40.0,42.0,40.0,42.0,50.0,48.0
73,Total sports,Total sports,11,20,16,22,14,22,17,14,14,19,17,17.0,17,17.0,19,18,21,21.0,21.0,21,23,25,25.0,27.0,27.0,27.0,26.0,28.0,33.0,32.0
